story_id,person,aliases
59,Tokoh-6,"['nenek', 'nenek luhu']"
59,Tokoh-7,['soya']
60,Tokoh-1,['raja jin kluntung wuluh']
60,Tokoh-2,"['ayah', 'bapak']"
60,Tokoh-3,['anak']
60,Tokoh-4,['adik']
60,Tokoh-5,['putri']
60,Tokoh-6,"['raden', 'raden panembahan batara katong']"
60,Tokoh-7,"['adipati raden batara katong', 'raden batara katong']"
60,Tokoh-8,"['jin kluntung mungil', 'jin kluntung wuluh', 'kluntung wuluh', 'mungil']"
60,Tokoh-9,"['suro handoko', 'warok', 'warok suro handoko', 'warok surohandoko']"
60,Tokoh-10,['guru batara katong']
60,Tokoh-11,['panembahan agung']
60,Tokoh-12,['warok singobowo']
60,Tokoh-13,"['roro', 'roro warsiyani']"
60,Tokoh-14,['warok gunaseco']
60,Tokoh-15,"['penari', 'penari jatilan']"
60,Tokoh-16,['roro suminten']
60,Tokoh-17,['raden subroto']
60,Tokoh-18,['cempluk']
60,Tokoh-19,['bopo']
61,Tokoh-1,['ibu']
61,Tokoh-2,['tanggang']
62,Tokoh-1,['ibu']
62,Tokoh-2,"['ikan', 'ikan gabus emas']"
62,Tokoh-3,"['penduduk asli', 'penduduk desa']"
62,Tokoh-4,['raden surya']
62,Tokoh-5,['berto']
62,Tokoh-6,['tua']
63,Tokoh-1,['raja hitam']
63,Tokoh-2,['raja jahat']
63,Tokoh-3,['raja muda']
63,Tokoh-4,['rakyat']
64,Tokoh-1,['babi hutan']
64,Tokoh-2,['sigarlaki']
64,Tokoh-3,['pembantu']
64,Tokoh-4,['kepiting']
64,Tokoh-5,['pencuri']
64,Tokoh-6,['limbat']
64,Tokoh-7,['rusa']
64,Tokoh-8,['tuan']
65,Tokoh-1,['kepiting']
65,Tokoh-2,['ayam']
65,Tokoh-3,['kera']
66,Tokoh-1,"['bu', 'ibu', 'istri']"
66,Tokoh-2,"['ayah', 'bapak', 'pak', 'suami']"
66,Tokoh-3,"['anak', 'anak yang bungsu']"
66,Tokoh-4,"['kak', 'kakak']"
66,Tokoh-5,"['adik', 'dik']"
66,Tokoh-6,['ikan duyung']
66,Tokoh-7,['bungsu']
66,Tokoh-8,['wanita']
66,Tokoh-9,['yang']
67,Tokoh-1,['permaisuri']
67,Tokoh-2,['raja bone']
67,Tokoh-3,['ayaha']
67,Tokoh-4,"['gadis', 'putri dari luwu', 'putri tadampalik', 'putri tercintanya']"
67,Tokoh-5,['panglima anre guru pakanranyeng']
67,Tokoh-6,"['bone', 'panglima kerajaan bone', 'panglima perang kerajaan bone']"
67,Tokoh-7,"['putra mahkota', 'putra mahkota kerajaan']"
67,Tokoh-8,['tabib istana']
67,Tokoh-9,"['luwu', 'rakyat', 'rakyat luwu']"
67,Tokoh-10,"['kerbau', 'kerbau bule']"
67,Tokoh-11,"['datu', 'datu luwu']"
67,Tokoh-12,['pengawal']
67,Tokoh-13,['pengikut']
67,Tokoh-14,['pangeran']
67,Tokoh-15,['dewa']
67,Tokoh-16,['nak']
68,Tokoh-1,"['raja alekawi bumi', 'raja bumi']"
68,Tokoh-2,['raja langit']
68,Tokoh-3,['ayah']
68,Tokoh-4,"['gadis', 'putri tiongkok']"
68,Tokoh-5,"['anggota kerajaan', 'anggota kerajaan langit', 'kerajaan']"
68,Tokoh-6,['kesatria kerajaan']
68,Tokoh-7,['guru ri selleng']
68,Tokoh-8,"['we', 'we tanriyabeng']"
68,Tokoh-9,"['la toge', 'la toge langi']"
68,Tokoh-10,['la tenritatta']
68,Tokoh-11,['la patiganna']
68,Tokoh-12,['we tenriwaru']
68,Tokoh-13,['batara lattu']
68,Tokoh-14,['i la galigo']
68,Tokoh-15,['la tiuleng']
68,Tokoh-16,['we cudai']
68,Tokoh-17,['timo']
69,Tokoh-1,"['istri', 'istri towjatuwa']"
69,Tokoh-2,['suami']
69,Tokoh-3,['burung kaswari']
69,Tokoh-4,"['buaya', 'buaya besar']"
69,Tokoh-5,['buaya ajaib']
69,Tokoh-6,['towjatuwa']
69,Tokoh-7,['wituwe']
69,Tokoh-8,['bayi']
70,Tokoh-1,"['ibu', 'ibu tua', 'istri']"
70,Tokoh-2,['ayah']
70,Tokoh-3,"['anak anjing', 'anak perempuan']"
70,Tokoh-4,['adik tirinya']
70,Tokoh-5,['burung cenderawasih']
70,Tokoh-6,"['anjing', 'anjing betina']"
70,Tokoh-7,"['perempuan tua', 'tua']"
70,Tokoh-8,"['wong', 'wong koko']"
70,Tokoh-9,['kweiya']
71,Tokoh-1,"['bu', 'ibu', 'istri', 'orang tuanya']"
71,Tokoh-2,['permaisuri']
71,Tokoh-3,"['ayah', 'orang tuanya', 'suami istri']"
71,Tokoh-4,"['kak', 'kakak', 'kakak lelakinya']"
71,Tokoh-5,['adik']
71,Tokoh-6,['orang tuanya']
71,Tokoh-7,['orang tua']
71,Tokoh-8,['burung kecil']
71,Tokoh-9,"['hantu hutan', 'hutan']"
71,Tokoh-10,"['ikun', 'suri ikun']"
71,Tokoh-11,['ketujuh']
71,Tokoh-12,['saudara']
71,Tokoh-13,['rakyat']
71,Tokoh-14,['keenam']
72,Tokoh-1,"['bu', 'ibu', 'istri']"
72,Tokoh-2,['suami']
72,Tokoh-3,['anak']
72,Tokoh-4,['kakak']
72,Tokoh-5,['adik']
72,Tokoh-6,"['burung kekuwo', 'burung kelik']"
72,Tokoh-7,"['amaq lembain', 'inaq lembain', 'lembain']"
72,Tokoh-8,['penduduk']
72,Tokoh-9,['dewata']
73,Tokoh-1,['orang tua magohiduuru']
73,Tokoh-2,['nona endo lisawa']
73,Tokoh-3,"['penduduk', 'penduduk dusun']"
73,Tokoh-4,['magohiduuru']
73,Tokoh-5,['nona laeng']
73,Tokoh-6,['tetua adat']
73,Tokoh-7,['majojaru']
73,Tokoh-8,['orang']
74,Tokoh-1,"['desa', 'penduduk', 'penduduk desa']"
74,Tokoh-2,['aminah']
74,Tokoh-3,['gadis']
74,Tokoh-4,['buaya']
75,Tokoh-1,"['prajurit sang puteri jelita', 'puteri aji', 'puteri aji berdarah putih', 'puteri cantik', 'puteri jelita']"
75,Tokoh-2,['raja terhormat']
75,Tokoh-3,['raja sakti']
75,Tokoh-4,['raja cina']
75,Tokoh-5,['panglima perangnya']
75,Tokoh-6,['prajurit raja cina']
75,Tokoh-7,['anjing']
76,Tokoh-1,"['puteri karang melenu', 'putri junjung', 'putri karang melenu']"
76,Tokoh-2,['raja cina']
76,Tokoh-3,['anak sawah']
76,Tokoh-4,['kakek']
76,Tokoh-5,"['aji betara agung dewa sakti', 'dewa', 'dewa sakti']"
76,Tokoh-6,['petinggi halu dusun']
76,Tokoh-7,['lembu suana']
76,Tokoh-8,"['naga', 'naga kutai']"
76,Tokoh-9,['valentjin']
76,Tokoh-10,['penggawa']
76,Tokoh-11,['delapan']
76,Tokoh-12,['.']
77,Tokoh-1,['permaisuri']
77,Tokoh-2,['raja']
77,Tokoh-3,"['saudara', 'saudara kembarnya']"
77,Tokoh-4,['prajurit kerajaan']
77,Tokoh-5,['kembar raja']
77,Tokoh-6,['rakyat']
77,Tokoh-7,['kapal']
77,Tokoh-8,['buaya']
77,Tokoh-9,['naga']
77,Tokoh-10,['alam']
78,Tokoh-1,['ibu']
78,Tokoh-2,['suami']
78,Tokoh-3,['anak']
78,Tokoh-4,['putri']
78,Tokoh-5,['tuhan']
78,Tokoh-6,['penduduk sekitar']
78,Tokoh-7,['pembantu']
78,Tokoh-8,['pemuda']
78,Tokoh-9,['cantik']
78,Tokoh-10,['darmi']
79,Tokoh-1,"['bu', 'ibu', 'ibu chandrakirana']"
79,Tokoh-2,['pakar kesehatan istana kediri']
79,Tokoh-3,"['gadis', 'gadis yang', 'puteri', 'puteri kandungnya', 'putri', 'putri permaisuri']"
79,Tokoh-4,"['permaisuri', 'permaisuri kediri']"
79,Tokoh-5,['raja panjalu']
79,Tokoh-6,['raja kediri']
79,Tokoh-7,['raja daha']
79,Tokoh-8,"['ayah', 'ayaha']"
79,Tokoh-9,['dewata yang maha agung']
79,Tokoh-10,"['raden inu', 'raden inu kertapati']"
79,Tokoh-11,"['chandrakirana', 'dewi chandrakirana']"
79,Tokoh-12,"['nenek', 'nenek gagak ireng', 'nenek sihir', 'nenek tua']"
79,Tokoh-13,"['tabib', 'tabib istana']"
79,Tokoh-14,"['dukun', 'dukun wanita']"
79,Tokoh-15,"['keong', 'keong emas']"
79,Tokoh-16,['dewi ajeng']
79,Tokoh-17,"['prabu', 'rama prabu']"
80,Tokoh-1,"['ayah', 'suami']"
80,Tokoh-2,['anak']
80,Tokoh-3,"['penduduk desa', 'penduduk desa pathok', 'warga', 'warga desa']"
80,Tokoh-4,['nyai selakanta']
80,Tokoh-5,['nyi latung']
80,Tokoh-6,['klinthing']
80,Tokoh-7,['janda tua']
80,Tokoh-8,['ki hajar']
80,Tokoh-9,['nenek']
80,Tokoh-10,['resi']
80,Tokoh-11,['naga']
81,Tokoh-1,['raja bertubuh raksasa']
81,Tokoh-2,['raja boko']
81,Tokoh-3,['ayah']
81,Tokoh-4,"['prajurit', 'prajurit prambanan']"
81,Tokoh-5,"['roro', 'roro jonggrang']"
81,Tokoh-6,['makhluk halus']
81,Tokoh-7,"['pemuda', 'pemuda desa', 'pemuda sakti']"
81,Tokoh-8,"['joko', 'joko bandung']"
81,Tokoh-9,['bibik emban']
81,Tokoh-10,['ayam jantan']
81,Tokoh-11,['tentara']
81,Tokoh-12,['satria']
81,Tokoh-13,['paduka']
81,Tokoh-14,['raden']
81,Tokoh-15,['jin']
82,Tokoh-1,['ibu']
82,Tokoh-2,['suami']
82,Tokoh-3,['anak perempuan']
82,Tokoh-4,['janda paruh baya']
82,Tokoh-5,['wanita tua']
82,Tokoh-6,['mbok srini']
82,Tokoh-7,"['mas', 'timun mas']"
82,Tokoh-8,['pertapa']
82,Tokoh-9,['raksasa']
83,Tokoh-1,"['kakek', 'kakek tua']"
83,Tokoh-2,"['kepala desa', 'pengawal', 'pengawal kepala desa']"
83,Tokoh-3,['penduduk']
83,Tokoh-4,['pengemis']
84,Tokoh-1,['raja']
84,Tokoh-2,['ayah']
84,Tokoh-3,"['putri', 'putri kerajaan']"
84,Tokoh-4,"['bandung bondowoso', 'pangeran', 'pangeran bandung bondowoso']"
84,Tokoh-5,['roro jonggrang']
84,Tokoh-6,['kerajaan']
85,Tokoh-1,"['ibu', 'ibu muda']"
85,Tokoh-2,['suami']
85,Tokoh-3,['anak']
85,Tokoh-4,"['malin', 'malin kundang']"
85,Tokoh-5,"['kapten', 'kapten kapal']"
85,Tokoh-6,['amina']
86,Tokoh-1,"['bu wuragil', 'ibu', 'istri', 'wuragil']"
86,Tokoh-2,"['ayah', 'pak wuragil', 'suami']"
86,Tokoh-3,"['raja', 'raja negeri']"
86,Tokoh-4,"['kak', 'kakak']"
86,Tokoh-5,"['putri nilasari', 'putri tunggalnya']"
86,Tokoh-6,['burung merpati']
86,Tokoh-7,['ketujuh anak']
86,Tokoh-8,['raksasa']
86,Tokoh-9,['sulung']
86,Tokoh-10,['keenam']
86,Tokoh-11,"['kyai', 'nyai']"
86,Tokoh-12,['nak']
87,Tokoh-1,['tetangga']
87,Tokoh-2,['teman sepermainannya']
87,Tokoh-3,['belulusan ulakh']
87,Tokoh-4,"['penduduk', 'penduduk desa', 'penduduk dosen', 'penduduk dusun', 'warga']"
87,Tokoh-5,['sesepuh dusun']
87,Tokoh-6,['orang didusun']
87,Tokoh-7,['teman sedusun']
87,Tokoh-8,['hewan melata']
87,Tokoh-9,['sahabat']
87,Tokoh-10,['puyang']
87,Tokoh-11,['ular']
88,Tokoh-1,"['raja', 'raja naga']"
88,Tokoh-2,"['ular', 'ular tapak angin']"
88,Tokoh-3,['ular besar']
88,Tokoh-4,['ular naga']
88,Tokoh-5,['nakal']
89,Tokoh-1,"['dewa', 'dewa matahari', 'matahari']"
89,Tokoh-2,['pembesar dewa']
89,Tokoh-3,['hyang candra']
89,Tokoh-4,['hyang surya']
89,Tokoh-5,['hyang wisnu']
89,Tokoh-6,['batara guru']
89,Tokoh-7,['resi narada']
89,Tokoh-8,"['dewi', 'dewi biasa']"
89,Tokoh-9,"['bulan', 'dewa bulan']"
89,Tokoh-10,['kalarahu']
89,Tokoh-11,['raksasa']
90,Tokoh-1,['permaisuri']
90,Tokoh-2,['raja medang']
90,Tokoh-3,['anak kijang']
90,Tokoh-4,['rakyat seluruh negeri']
90,Tokoh-5,['bayi kijang']
90,Tokoh-6,['dewata']
90,Tokoh-7,['sulang']
90,Tokoh-8,['prabu']
90,Tokoh-9,['nenek']
90,Tokoh-10,['dukun']
90,Tokoh-11,['gusti']
91,Tokoh-1,['kala srenggi']
91,Tokoh-2,['batara guru']
91,Tokoh-3,['ki semangke']
91,Tokoh-4,['resi narada']
91,Tokoh-5,['babi hutan']
91,Tokoh-6,['dewi sri']
92,Tokoh-1,"['ayah', 'pak mukdima', 'suami']"
92,Tokoh-2,['raja']
92,Tokoh-3,"['istri', 'istrinya dik']"
92,Tokoh-4,['putri']
92,Tokoh-5,['orang madura']
92,Tokoh-6,['tukang sapu']
92,Tokoh-7,['lasmudin']
92,Tokoh-8,['mukdima']
92,Tokoh-9,['pegawai']
92,Tokoh-10,['patih']
92,Tokoh-11,['gusti']
92,Tokoh-12,['nak']
92,Tokoh-13,['din']
92,Tokoh-14,['dik']
93,Tokoh-1,"['ibu', 'ibu patih sidapaksa', 'istri', 'istri patih sidapaksa']"
93,Tokoh-2,['permaisuri']
93,Tokoh-3,['raja sindureja']
93,Tokoh-4,['ayah']
93,Tokoh-5,['anak']
93,Tokoh-6,"['patih', 'patih sidapaksa', 'sidapaksa']"
93,Tokoh-7,['nenek']
93,Tokoh-8,['bayi']
94,Tokoh-1,['raja medangkamulan']
94,Tokoh-2,['adik dora']
94,Tokoh-3,"['medangkamulan', 'prabu', 'prabu medangkamulan']"
94,Tokoh-4,"['aji saka', 'prabu aji saka', 'tuan', 'tuan aji saka']"
94,Tokoh-5,"['paman', 'paman sembada', 'sembada']"
94,Tokoh-6,"['dora', 'paman dora']"
94,Tokoh-7,['rakyat']
94,Tokoh-8,['patih']
95,Tokoh-1,['ibu']
95,Tokoh-2,['permaisuri']
95,Tokoh-3,['raja bandarangin']
95,Tokoh-4,['raja kelana']
95,Tokoh-5,['raja kediri']
95,Tokoh-6,"['ayah', 'ayaha']"
95,Tokoh-7,['putriku candra kirana']
95,Tokoh-8,['putri tunggalnya']
95,Tokoh-9,['abang']
95,Tokoh-10,"['panji asmara', 'panji asmara bangun']"
95,Tokoh-11,"['candra kirana', 'dinda candra kirana']"
95,Tokoh-12,['dewi candra kirana']
95,Tokoh-13,"['mbok', 'mbok rondo', 'mbok rondo dadapan', 'rondo dadapan']"
95,Tokoh-14,['patih tamengdita']
95,Tokoh-15,"['kleting kuning', 'kleting ungu', 'kuning', 'ungu']"
95,Tokoh-16,"['kangkang', 'yuyu kangkang']"
95,Tokoh-17,['naya genggong']
95,Tokoh-18,['rakyat kediri']
95,Tokoh-19,['tukang perahu']
95,Tokoh-20,"['iren', 'kleting iren']"
95,Tokoh-21,['ragil kuning']
95,Tokoh-22,['sabda palon']
95,Tokoh-23,"['kleting ljo', 'ljo']"
95,Tokoh-24,"['ande', 'ande lumut', 'lumut']"
95,Tokoh-25,['kodok ljo']
95,Tokoh-26,['pemuda']
95,Tokoh-27,['doyok']
95,Tokoh-28,['nduk']
96,Tokoh-1,"['pak sabar', 'pak sabar bar']"
96,Tokoh-2,"['bu mellas', 'bu sabar', 'istri', 'ma ti']"
96,Tokoh-3,['tukang emas']
96,Tokoh-4,['saudara']
96,Tokoh-5,['anjing']
96,Tokoh-6,['kucing']
96,Tokoh-7,['tikus']
96,Tokoh-8,['pria']
96,Tokoh-9,['dik']
97,Tokoh-1,['ibu']
97,Tokoh-2,['ayah']
97,Tokoh-3,['kakek buto ljo']
97,Tokoh-4,['tuhan']
97,Tokoh-5,"['mbok', 'mbok rondo', 'mbok rondo dadapan', 'rondo', 'rondo dadapan']"
97,Tokoh-6,"['nini buto', 'nini buto ljo']"
97,Tokoh-7,['bawang merah']
97,Tokoh-8,['bawang putih']
97,Tokoh-9,['saudara']
97,Tokoh-10,"['nek', 'nenek']"
97,Tokoh-11,['janda']
97,Tokoh-12,['paman']
97,Tokoh-13,['nak']
98,Tokoh-1,"['ayah', 'ayah mereka']"
98,Tokoh-2,['kakak']
98,Tokoh-3,['adik']
98,Tokoh-4,"['putri', 'putri sulung']"
98,Tokoh-5,['prabu tapa agung']
98,Tokoh-6,"['kasarung', 'lutung kasarung']"
98,Tokoh-7,['nenek sihir']
98,Tokoh-8,['purbararang']
98,Tokoh-9,['purbasari']
98,Tokoh-10,['pengawal']
98,Tokoh-11,['monyet']
98,Tokoh-12,['rakyat']
98,Tokoh-13,['pemuda']
98,Tokoh-14,['patih']
99,Tokoh-1,"['bu', 'ibu']"
99,Tokoh-2,"['raja', 'raja sungging perbangkara']"
99,Tokoh-3,['ayah']
99,Tokoh-4,['babi hutan betina']
99,Tokoh-5,['hyang tunggul']
99,Tokoh-6,['dayang sumbi']
99,Tokoh-7,['makhluk gaib']
99,Tokoh-8,['gadis jelita']
99,Tokoh-9,['sangkuriang']
99,Tokoh-10,['babi betina']
99,Tokoh-11,['wayungyang']
99,Tokoh-12,['dewata']
99,Tokoh-13,['tumang']
99,Tokoh-14,['pemuda']
100,Tokoh-1,['pak']
100,Tokoh-2,"['kakek', 'kakek tua']"
100,Tokoh-3,['tuhan']
100,Tokoh-4,"['penduduk', 'penduduk desa', 'penduduk kampung', 'warga', 'warga kampung']"
100,Tokoh-5,"['pengemis', 'pengemis tua']"
100,Tokoh-6,"['endit', 'nyai endit']"
100,Tokoh-7,"['nyi', 'nyi asih']"
100,Tokoh-8,['centeng']
100,Tokoh-9,['petani']
100,Tokoh-10,['hai']
101,Tokoh-1,"['ibu angkatnya', 'istri']"
101,Tokoh-2,"['permaisuri pohaci', 'permaisuri pohaci naganingrum']"
101,Tokoh-3,['permaisuri kedua raja']
101,Tokoh-4,['raja']
101,Tokoh-5,['ayah']
101,Tokoh-6,"['ayam', 'ayam ciung wanara', 'ciung wanara', 'wanara']"
101,Tokoh-7,['dewi pangrenyep']
101,Tokoh-8,['pegawai istana']
101,Tokoh-9,"['hariang', 'hariang banga']"
101,Tokoh-10,"['pohaci', 'putra pohaci']"
101,Tokoh-11,['naganingrum']
101,Tokoh-12,['pengawal']
101,Tokoh-13,['nini']
101,Tokoh-14,['aki']
101,Tokoh-15,['ki']
102,Tokoh-1,['raja']
102,Tokoh-2,"['putri', 'putri kecil']"
102,Tokoh-3,['penasihat kerajaan']
102,Tokoh-4,['ahli perhiasan']
102,Tokoh-5,['paman kerbau']
102,Tokoh-6,"['masyarakat', 'penduduk', 'rakyat']"
102,Tokoh-7,['kebo iwa']
102,Tokoh-8,['prabu']
102,Tokoh-9,['ratu']
102,Tokoh-10,['nak']
103,Tokoh-1,"['bu', 'ibu', 'isteri']"
103,Tokoh-2,"['puteri bungsu', 'puteri bungsu raja', 'puteri bungsuku', 'puteri raja']"
103,Tokoh-3,['raja']
103,Tokoh-4,['suami']
103,Tokoh-5,['anak']
103,Tokoh-6,['tuhan']
103,Tokoh-7,['ikan besar']
103,Tokoh-8,['rakyat']
104,Tokoh-1,"['bunda', 'ibu', 'istri']"
104,Tokoh-2,"['puteri raja', 'putri']"
104,Tokoh-3,"['permaisuri', 'permaisuri tuanku']"
104,Tokoh-4,"['raja', 'raja gambang cina']"
104,Tokoh-5,"['ayah', 'suami']"
104,Tokoh-6,['tuhan']
104,Tokoh-7,['putra mahkota']
104,Tokoh-8,['labang donya']
104,Tokoh-9,['ahli nujum']
104,Tokoh-10,['pengawal']
104,Tokoh-11,['mak ni']
104,Tokoh-12,['donya']
104,Tokoh-13,['gajah']
104,Tokoh-14,['hakim']
104,Tokoh-15,['nun']
105,Tokoh-1,"['bu', 'ibu kandungnya', 'ibu tirinya', 'isteri lahuda', 'lahuda']"
105,Tokoh-2,"['puteri yang', 'puterinya yang ketujuh']"
105,Tokoh-3,"['puteri daulat tuanku', 'puteri laila', 'tuan', 'tuan puteri']"
105,Tokoh-4,"['puteri bungsu', 'puteri bungsu raja', 'puteri raja']"
105,Tokoh-5,"['puteri yang', 'puteri yang ketiga']"
105,Tokoh-6,['puteri sulung']
105,Tokoh-7,"['permaisuri', 'permaisuri raja ahmad']"
105,Tokoh-8,"['raja', 'raja ahmad']"
105,Tokoh-9,['putera raja']
105,Tokoh-10,"['ayah', 'ayah puteri bungsu', 'suami']"
105,Tokoh-11,"['anak lahuda', 'anak raja']"
105,Tokoh-12,['adik']
105,Tokoh-13,['tuhan']
105,Tokoh-14,"['abang', 'bang', 'yang']"
105,Tokoh-15,['tengku syiah rimba']
105,Tokoh-16,['kambing gembalanya']
105,Tokoh-17,"['kampung', 'penduduk', 'penduduk desa', 'penduduk kampung', 'rakyat']"
105,Tokoh-18,['perdana menteri']
105,Tokoh-19,['ketujuh puteri']
105,Tokoh-20,"['burung', 'burung raksasa', 'raksasa']"
105,Tokoh-21,"['burung garuda', 'garuda']"
105,Tokoh-22,['daulat tuanku']
105,Tokoh-23,"['gajah', 'tapak gajah']"
105,Tokoh-24,['tengku qazi']
105,Tokoh-25,"['ahmad', 'banta ahmad']"
105,Tokoh-26,"['nek', 'nenek', 'nenek tua']"
105,Tokoh-27,"['kuda', 'kuda tua']"
105,Tokoh-28,['pelayan']
105,Tokoh-29,['dayang']
105,Tokoh-30,['cokeng']
105,Tokoh-31,['bungsu']
105,Tokoh-32,['pemuda']
105,Tokoh-33,['budak']
105,Tokoh-34,['ai']
106,Tokoh-1,"['ibu', 'isteri', 'isteri saudagar', 'saudagar']"
106,Tokoh-2,"['puteri', 'puteri gading', 'puteri niwer gading']"
106,Tokoh-3,['permaisuri']
106,Tokoh-4,['raja buaya']
106,Tokoh-5,['raja muda']
106,Tokoh-6,['putera raja']
106,Tokoh-7,"['ayah', 'suami']"
106,Tokoh-8,"['anak muda', 'anak saudaranya']"
106,Tokoh-9,"['kaka', 'kakak iparnya']"
106,Tokoh-10,"['tuhan', 'tuhan yang maha kuasa']"
106,Tokoh-11,"['ikan besar', 'naga', 'naga besar']"
106,Tokoh-12,"['amat mude', 'mude']"
106,Tokoh-13,['petugas']
106,Tokoh-14,['pegawai']
106,Tokoh-15,['rakyat']
106,Tokoh-16,['tukang']
106,Tokoh-17,['gading']
106,Tokoh-18,['paduka']
106,Tokoh-19,['dukun']
106,Tokoh-20,['ai']
107,Tokoh-1,"['raja', 'raja muda']"
107,Tokoh-2,"['ayah', 'orang tua']"
107,Tokoh-3,['adik']
107,Tokoh-4,['tuhan']
107,Tokoh-5,['abang']
107,Tokoh-6,"['penduduk', 'penduduk kampung']"
107,Tokoh-7,"['beungong', 'beungong meulu', 'beungong peukan', 'meulu', 'peukan']"
107,Tokoh-8,['kepala kampung']
107,Tokoh-9,"['dayang', 'dayang raja']"
107,Tokoh-10,"['naga', 'naga besar']"
107,Tokoh-11,['naga laut']
107,Tokoh-12,['anjing']
107,Tokoh-13,['nenek']
107,Tokoh-14,['ahli']
108,Tokoh-1,"['orang tua', 'pak amat', 'pak hasan', 'suami']"
108,Tokoh-2,"['kampung', 'penduduk', 'penduduk kampung']"
108,Tokoh-3,"['aman maskerning', 'inem maskerning', 'maskerning']"
108,Tokoh-4,['penghulu uten']
108,Tokoh-5,"['hutan', 'orang', 'orang hutan']"
109,Tokoh-1,"['ibu kandungnya', 'ibu siti sara', 'ibu tiri', 'ibu tirinya', 'isteri']"
109,Tokoh-2,"['ayah', 'ayah siti sara', 'papa', 'suami']"
109,Tokoh-3,"['anak', 'anak yang masih kecil']"
109,Tokoh-4,['semua orang di kampung']
109,Tokoh-5,['orang lain']
109,Tokoh-6,['siti sara']
109,Tokoh-7,['janda']
110,Tokoh-1,['ibu']
110,Tokoh-2,"['ayah', 'suami']"
110,Tokoh-3,['anak']
110,Tokoh-4,"['kucing', 'kucing peliharaannya']"
110,Tokoh-5,['perempuan tua']
110,Tokoh-6,['anjing']
110,Tokoh-7,['kijang']
110,Tokoh-8,['tikus']
110,Tokoh-9,['bang']
110,Tokoh-10,['ular']
110,Tokoh-11,['nome']
110,Tokoh-12,['win']
111,Tokoh-1,"['bunda', 'ibu', 'istri', 'istri raja', 'orang tuanya']"
111,Tokoh-2,['raja']
111,Tokoh-3,"['ayah', 'orang tuanya']"
111,Tokoh-4,"['anak muda', 'anak raja', 'anak tunggal raja']"
111,Tokoh-5,['orang tuanya']
111,Tokoh-6,['tuhan yang maha esa']
111,Tokoh-7,['tukang emas']
111,Tokoh-8,"['besar', 'ular', 'ular besar']"
111,Tokoh-9,['kampung']
111,Tokoh-10,['anjing']
111,Tokoh-11,['monyet']
111,Tokoh-12,['kucing']
111,Tokoh-13,['rakyat']
111,Tokoh-14,['burung']
111,Tokoh-15,['tikus']
112,Tokoh-1,"['ibu salamah', 'istri']"
112,Tokoh-2,"['pak', 'pak amat', 'suami']"
112,Tokoh-3,['tetangga']
112,Tokoh-4,['tuhan']
112,Tokoh-5,['orang kampung']
112,Tokoh-6,['salamah']
112,Tokoh-7,['kerabat']
112,Tokoh-8,['famili']
112,Tokoh-9,['sopir']
112,Tokoh-10,['amat']
113,Tokoh-1,"['ibu', 'istri', 'orang tua']"
113,Tokoh-2,"['ayah', 'orang tua', 'suami']"
113,Tokoh-3,['anak']
113,Tokoh-4,['penduduk kampung']
113,Tokoh-5,['empeng besoe']
113,Tokoh-6,['orang kaya']
113,Tokoh-7,['ikan']
114,Tokoh-1,"['ibu', 'ibu putroe sunoe']"
114,Tokoh-2,['permaisuri']
114,Tokoh-3,"['raja', 'raja tuanku']"
114,Tokoh-4,['ayah']
114,Tokoh-5,['anak']
114,Tokoh-6,['putroe sambinoe']
114,Tokoh-7,['putroe sunoe']
114,Tokoh-8,['putroe hitam']
114,Tokoh-9,['telangkai keempat']
114,Tokoh-10,['telangkai ketiga']
114,Tokoh-11,['tuhan']
114,Tokoh-12,['sambinoe']
114,Tokoh-13,['dayang']
114,Tokoh-14,['dukun']
114,Tokoh-15,['hitam']
114,Tokoh-16,['sunoe']
114,Tokoh-17,['tuan']
115,Tokoh-1,"['bu', 'ibu']"
115,Tokoh-2,"['raja', 'raja muda']"
115,Tokoh-3,"['putri', 'putri ular']"
115,Tokoh-4,['dayang istana']
115,Tokoh-5,"['ular', 'ular besar']"
115,Tokoh-6,['burung']
115,Tokoh-7,['ratu']
116,Tokoh-1,['ibu']
116,Tokoh-2,['raja']
116,Tokoh-3,['anak kecil']
116,Tokoh-4,"['beru dayang', 'dayang']"
116,Tokoh-5,['ikan besar']
116,Tokoh-6,['penduduk']
116,Tokoh-7,['janda']
117,Tokoh-1,['ayah']
117,Tokoh-2,"['putri lubuk gong', 'putri tunggalnya']"
117,Tokoh-3,['masyarakat desa']
117,Tokoh-4,['lubuk gong']
117,Tokoh-5,['pemuda']
118,Tokoh-1,['ibu sabai']
118,Tokoh-2,"['ayah', 'ayaha']"
118,Tokoh-3,['adik']
118,Tokoh-4,['putri sulung']
118,Tokoh-5,"['nan', 'rajo', 'rajo nan kongkong']"
118,Tokoh-6,['rajo nan panjang']
118,Tokoh-7,"['sabai', 'sabai nan aluih']"
118,Tokoh-8,['rajo babanding']
118,Tokoh-9,['mangkutak alam']
118,Tokoh-10,['sadun saribai']
118,Tokoh-11,['pembantu']
118,Tokoh-12,['pengawal']
118,Tokoh-13,['gembala']
118,Tokoh-14,['warga']
119,Tokoh-1,['tuhan']
119,Tokoh-2,"['masyarakat', 'masyarakat pendukungnya', 'masyarakat tanjungraya']"
119,Tokoh-3,['bujang sembilan']
119,Tokoh-4,['datuk limbatang']
119,Tokoh-5,"['adat', 'pemimpin adat']"
