story_id,person,aliases,type,mention_count,word_count,merged_text
10,Tokoh-6,['raja haroharo'],others,10,189,"Bahkan dengan Raja Haroharo yang bersemayam di Porsea dekat Balige , ia mempunyai hubungan kekeluargaan . Juga Raja Haroharo dan Permaisurinya tidak ketinggalan menyemarakan pesta itu . Dalam pidatonya , Raja Haroharo mengingatkan bahwa antara kedua keluarga raja sejak dulu terjalin hubungan yang erat dan mesra . Pada akhir pidatonya , Raja Haroharo mengharapkan semoga Raja Margolang berkenan mengawinkan puterinya itu kelak dengan putera Haroharo , Naga Sorai . Dalam kata sambutannya , Raja Margolang menekankan bahwa sejak dahulu kala , Raja Haroharo bersahabat dengan dia dan setia padanya , baik dalam waktu susah maupun dalam waktu senang . Sebelum Raja Haroharo kembali ke Porsea , disepakati bahwa Naga Sorai kelak akan mempersunting puteri Raja Margolang . `` Ananda demikian Raja Haroharo ketika ananda masih kecil , ananda kami bawa menghadiri pesta besar yang diadakan Raja Margolang untuk merayakan kelahiran puterinya . Raja Haroharo mengantarkan rombongan sampai di batas kerajaannya . `` Apakah Baginda Raja Haroharo tidak mempunyai pembesar-pembesar kerajaan yang patut diutus untuk menyampaikan hasrat Baginda kepada kami sesuai adat istiadat lama ? Namun , Raja Haroharo dan Permaisurinya berhalangan hadir pada pesta `` puteranya '' itu ."
10,Tokoh-7,['putera haroharo'],protagonist,1,22,"Pada akhir pidatonya , Raja Haroharo mengharapkan semoga Raja Margolang berkenan mengawinkan puterinya itu kelak dengan putera Haroharo , Naga Sorai ."
10,Tokoh-8,"['ayah', 'ayaha']",others,9,115,"Ayahandamu sendiri tidak dapat menyertaimu sebab kesehatannya agak terganggu , sedang perjalanan begitu jauh . '' `` Menurut cerita ayahku dahulu , dia seorang raja yang sangat berkuasa . Aku hampir-hampir tak mengenal ayahku , sebab ketika ia mati , umurku belum sampai 10 tahun . '' `` Ketika ayah masih hidup , ia selalu mengatakan bahwa ia keturunan bangsawan dari marga Borbor . Tinggal ayahku sendirian dibantu oleh marga Aritonang melawan musuh yang kuat . Ayah harus berjuang untuk mempertahankan haknya . `` Ibu menceritakan sebelum ia meninggal bahwa ayah mati dibunuh . Musuh-musuh ayah ingin menyembunyikan sebabnya ayah menjadi budak . Hanya karena ayahku kalah perang , aku sekarang menjadi budak . ''"
10,Tokoh-9,['suami'],others,1,5,Kemudian dimintanya suaminya bicara .
16,Tokoh-1,"['ibu tador', 'ibu']",antagonist,86,975,"Mereka telah menjadi ayah dan ibu , dan memberi nama anak mereka Tador . Sementara itu , sang ibu terlihat pada bagian dahi , mata , dan rambutnya yang lurus , tidak seperti ayah yang berambut ikal . Ayah , ibu , kakek , dan nenek seakan tidak mau bergantian menggendongnya . Maksudnya , dia tidak harus terus bersama sang ibu . Bisa saja dia bersama nenek ketika ibunya membantu ayah dan kakek ke ladang dan sawah . Pun dia bisa bersama ibu jika nenek membantu kakek atau jika ayah berladang dan bersawah . Ayah , ibu , dan nenek langsung panik . Ayah , ibu , dan nenek seperti tidak berhenti menangis . Tador telah tertidur dalam gendongan sang ibu . Ayah dan ibu pergi ke ladang dan sawah . Beberapa kali ibu berusaha menghibur , meminta nenek ke ladang dan sawah . Mereka menyiapkan makanan sembari menanti ayah dan ibu kembali dari ladang dan sawah . Sehabis salat subuh , ayah dan ibu bersiap berangkat ke ladang dan sawah . Ayah dan ibu berulang kali membangunkan nenek , tetapi tidak juga berhasil . Begitu ibu menyentuh tangan nenek , tangan itu sudah dingin . Ibu menjerit . Ibu dan ayah sempat panik . Akan tetapi , kalau mengharapkan bantuan sang ibu , bagaimana dengan Tador ? Sementara itu , sang ibu menjaga Tador di rumah . Dia seorang ibu tanpa anak . Ayah dan ibu kembali bersama menggarap ladang dan sawah . Awal-awal , Tador sempat bingung mengapa ketika bangun tidak ada ibu . `` Ayah dan ibu bekerja , Nak . Ayah tersenyum , sementara sang ibu masih sibuk menyiapkan makan malam . `` Cuci tangan dulu , sayang tegur ibu . `` Ya sudah , ibu suapi ya bujuk ibu . Suapan pertama yang diberikan ibu langsung dia lahap . Ibu dan ayah tersenyum , apalagi ketika tanpa disuruh , Tador langsung ke dipan untuk tidur . Ayah dan ibu kembali panik . Ayah dan ibu saling berpandang . `` Ibu , Tador kan juga mau membantu tambahnya . Ayah dan ibu menggelengkan kepala . Nanti kalau kamu sudah besar , kamu memang wajib membantu ayah dan ibu . Sabar dulu ya sayang bujuk ibu . Setiap bangun tidur , dia selalu sendirian , mandi , makan makanan yang sudah disediakan ibu , dan kemudian bermain . Ibu pun sama sekali tidak menyadari itu . Tidak ada yang tahu , apalagi ibu dan ayah . Ketika ayah dan ibu tidak ada di rumah , Tador lebih memilih pergi ke hutan daripada bermain dengan teman-temannya di kampung . Dulu , ayah dan ibu memperingatkan agar Tador tidak jauh-jauh dari rumah , tetapi kini mereka sudah tidak bisa menghalangi Tador . Ayah dan ibu juga tidak pernah tahu kalau Tador sudah dapat memanjat pohon kelapa . Ya , sangat ingin dia membuat kejutan untuk ayah dan ibunya . ungkap ibu . Dia takut ibu marah dan malah tidak mengizinkannya ke sawah dan ladang . Izinkanlah Tador ikut Ayah dan Ibu ke sawah rayu Tador . Ayah dan ibu berpandangan . Ayah dan ibu kembali berpandangan . `` Ya sudah , nanti setelah Tador lebih besar dari sekarang , Tador boleh ikut ke sawah dan ladang akhirnya ibu buka suara . Itulah sebabnya sejak sehari sebelum marpangir , ayah dan ibu memilih tidak bekerja . Ibu menyambutnya dengan suka cita . `` Ini air panas untuk rendam ayammu , itu kita kan harus mencabut bulu-bulunya jelas ibu tanpa diminta . Nanti ibu gorengkan sedikit untuk makan malam kita , ya balas ibu . teriak ibu . kata ibu . Di rumah ibu yang dekat masjid itu kan ada bunga melati dan mawar , jadi bilang kepadanya bahwa ibu yang minta . pinta ibu . Ibu sudah bawa beberapa bunga daun jeruk pandan dan jeruk purut dari ladang . Dia tidak hanya berjalan , tetapi berlari kencang menuju rumah tetangga yang dimaksudkan ibunya . Ayah dan ibu memang baru memperbolehkan Tador marpangir setelah berusia dua belas tahun . `` Ayah , Ibu , mengapa Tador boleh marpangir kalau sudah berumur dua belas tahun ? '' Ayah dan ibu berpandangan . Tador kan sudah besar kata ibu . Selama ini , sehari menjelang puasa , dia memang diharuskan ibu mandi bunga . Semua cara ini sudah berlangsung bertahun-tahun , intinya agar kita tambah semangat bersama-sama menjalankan ibadah jelas ibu pula . tegur ibu . Selain suka cita menyambut bulan puasa , Tador juga ingin menunjukkan kepada ayah dan ibunya bahwa dia sudah mahir berenang di sungai . Ayah dan Ibunya harus melihat kemahiran Tador secara langsung , bukan sekadar pengakuan yang pernah Tador ungkapkan tempo hari . Tidak hanya Tador , ayah dan ibu juga terlihat gelisah . Dilihatnya ayah dan ibu yang gelisah . Ayah dan ibu tetap pergi marpangir tanpa Tador . Dia tidak terima kalau kali ini ayah dan ibu juga bertindak tega . `` Aku ingin ikut juga , Ibu ! Akhirnya si ibu tidak sampai hati melihat anaknya menangis . `` Kita bawa sajalah Tador sebut ibunya kepada ayahnya . Sang ibu mencoba tenang . Sambil membelai kepala Tador , ibunya juga berkata Tador , biarlah kau tinggal di rumah , anakku . Ayah dan ibu tidak ingin melihat kau bertambah sakit . '' Mendengar kalimat bujukan ibunya itu , tangis Tador semakin meraung-raung . Si ibu ingin membawa Tador , sedangkan ayah menolaknya . Lalu ayah dan ibu Tador pun bertengkar . `` Tetapi dia sakit balas ibu . Ibu diam . Beberapa menit kemudian , ibu mengalah . Ibu pun membujuk dan menenangkan Tador . Ibu yang sebelumnya sempat membela Tador tampak mulai berubah . Ayah dan ibu Tador panik karena tidak dapat menemukan anak semata wayangnya . Sementara ayah dan ibu Tador tak menyerah memanggil-manggil nama sang anak dengan putus asa dan dipenuhi rasa bersalah `` Tador !"
16,Tokoh-10,"['warga kampung', 'warga']",others,6,86,"Saat itu , tidak ada warga kampung yang tidak ikut mandi pangir . Selain mandi di sungai beramai-ramai dengan wewangian bunga , warga kampung juga memiliki kebiasaan lain dalam marpangir . Begitulah layaknya warga kampung lainnya , untuk menyambut bulan puasa , semuanya sibuk . Warga kampung tampak bersiap untuk marpangir . Di lain tempat , orang tua Tador dan warga kampung bersuka ria di tempat marpangir . Air bah itu terus meninggi dan warga berteriak melihat kampung mereka tergenang tanpa ada hujan atau badai ."
16,Tokoh-11,"['ayam', 'ayam tua']",others,6,61,"Meski mereka bungkus dengan daun pepaya agar lebih lunak , pun tetap saja ayam tua akan berdaging lebih keras . Posisi ayam itu pun menghadap kiblat . Pisau itu harus dibuat setajam-tajamnya agar sang ayam tidak tersiksa . Ayam itu menggelepar dan melompat-lompat . Tador berjongkok sambil melihat tingkah ayam itu . Tidak lama kemudian , gerak ayam itu melemas ."
16,Tokoh-12,['penjaga'],others,1,11,"Hingga ketika Tador berusia sepuluh tahun , sang penjaga pergi ."
16,Tokoh-13,['cacing'],others,1,9,"Bersama teman-teman , dia mencari cacing untuk umpan ."
16,Tokoh-14,['tador'],protagonist,200,2104,"Tador adalah anak yang menggemaskan . Wajah Tador adalah perpaduan kedua orang tuanya . Kehadiran Tador tentu saja membangkitkan rasa bahagia yang besar . Tangis Tador yang lapar atau karena ingin buang air menjadi sebuah hiburan bagi mereka . Tidak mungkin mereka terus-menerus menunggui Tador . Beruntung Tador juga tidak `` bau tangan '' . Untuk hal seperti itu , sepertinya Tador sangat pengertian . Tador yang belum mengerti apa-apa juga ikutikutan menangis . Tador telah tertidur dalam gendongan sang ibu . Esoknya hingga tujuh hari ke depan , suasana duka masih sangat terasa di rumah Tador . Tador dijaga nenek . Nenek yang matanya selalu basah menangis di hadapan Tador . `` Tador cucuku , mengapa cepat sekali kakek pergi ? '' Keceriaan dan kelucuan Tador tidak dapat menjadi obat . Dia memilih tetap menjaga Tador . `` Tador cucuku , jadilah anak yang berbakti ya ... menurut dan tidak banyak menuntut kata nenek di suatu senja di depan rumah . Seperti petang-petang sebelumnya , nenek memang selalu duduk bersama Tador di beranda . Nenek tidak bangun-bangun , padahal seperti biasa dia sudah harus menjaga Tador yang masih terlelap . Tador bangun ketika isak tangis terdengar keras . Kepergian kakek dan nenek untuk selamanya itu terjadi saat Tador berusia dua tahun . Akan tetapi , kalau mengharapkan bantuan sang ibu , bagaimana dengan Tador ? Kalau Tador dibawa ke ladang dan sawah , sangatlah tidak mungkin karena jaraknya sangat jauh . Sementara itu , sang ibu menjaga Tador di rumah . Kepada dialah Tador dititipkan . Sedangkan Tador tetap dibiarkan tertidur . Beruntung Tador selalu bangun setiap kali tetangga itu sudah tiba . Awal-awal , Tador sempat bingung mengapa ketika bangun tidak ada ibu . Namun seiring waktu , Tador jadi mengerti . Pun Tador tidak pernah protes ketika selepas magrib kedua orang tuanya baru tiba di rumah . Ini semua demi Tador . Biar kita semua bisa makan begitu penjelasan ayah tanpa Tador minta . Tador , yang saat itu sudah berusia lima tahun , hanya mengangguk-angguk sembari memainkan ole-ole , sejenis bunyi-bunyian dari batang padi yang dibawa ayahnya . Tador mencampakkan mainannya dan langsung menyambar makanan . Tador berpaling manja . Mata Tador langsung membulat penuh minat . Ibu dan ayah tersenyum , apalagi ketika tanpa disuruh , Tador langsung ke dipan untuk tidur . Hingga ketika Tador berusia sepuluh tahun , sang penjaga pergi . Tidak ada lagi yang dapat menjaga Tador . `` Tador ikut ke ladang dan sawah ya kata Tador . Mereka sempat berpikir untuk mengabulkan permintaan Tador itu , apalagi kini Tador sudah sepuluh tahun . Pun pulang menjelang magrib melewati jalan setapak dan hutan tentu tidak baik untuk Tador . `` Ayah , Tador kan sudah besar rayunya . `` Ibu , Tador kan juga mau membantu tambahnya . Rengekan Tador terus terdengar . `` Tador lebih aman kamu di rumah ya kata mereka . Tador tampak tidak senang . Tador mengalah . Oleh karena itu , sendirianlah Tador selama orang tuanya bekerja . Begitu terus hari-hari yang dijalani Tador . Bukan mau durhaka , melainkan belakangan ini Tador memang suka bermain di sungai . Namun bukannya mau berbohong , Tador juga tidak pernah memamerkan kemahiran berenangnya . Kini Tador sudah berusia 15 tahun . Ketika berusia 15 tahun itu , Tador seolah hidup di dunia lain . Ketika air sungai mulai surut karena musim kemarau , hutanlah tempat bersembunyi bagi Tador . Ketika air sungai kembali deras karena hujan , hutanlah tempat yang membuat Tador terlindungi dari panas matahari . Ketika ayah dan ibu tidak ada di rumah , Tador lebih memilih pergi ke hutan daripada bermain dengan teman-temannya di kampung . Apalagi Tador merasa lebih bebas menjelajah hutan . Dulu , ayah dan ibu memperingatkan agar Tador tidak jauh-jauh dari rumah , tetapi kini mereka sudah tidak bisa menghalangi Tador . Sudah besar begini , Tador merasa sangat cerdas dan tahu apa yang dia lakukan . Selama ini , Tador bermain di sungai yang tidak berair deras dan tidak pula sangat tenang . Di situlah Tador menghabiskan waktu sejak siang menjelang petang . Kadang ada juga ragam permainan yang dilakukan Tador dan teman-teman . Di pangkal yang lebar dan melengkung itulah Tador dan teman-teman duduk secara bergantian . Pun Tador sudah berhasil menangkap ikan dengan pancing . Awalnya , Tador tidak pernah berhasil , sementara teman-teman sudah mulai berhasil . Tador sempat bingung karena dia tidak pernah berhasil . Tador telah melakukan itu , tetapi tetap saja dia tidak mendapatkan ikan . Tador kemudian memperhatikan cara teman-temannya memancing . Tador pun putar otak . Tador pun mengikuti cara itu . Tador dan kawan-kawan selalu membakar ikan itu langsung . Ayah dan ibu juga tidak pernah tahu kalau Tador sudah dapat memanjat pohon kelapa . Selama ditinggal orang tua ke ladang dan sawah , sudah cukup banyak hal yang Tador ketahui . Suatu saat nanti , Tador ingin menunjukkan hal itu . Begitulah , dari hari ke hari , minggu ke minggu , bulan berganti bulan , hingga tahun berganti tahun , Tador tetap sendirian . Saat masa menanam hingga panen tiba , Tador tidak pernah diajak . Bolak-balik Tador meminta ikut ke ladang dan sawah . Namun , setelah dijelaskan tentang jarak yang jauh dan kekhawatiran orang tuanya , Tador kembali mengalah . Tidak terasa , usia Tador kini sudah dua belas tahun . Tador berharap dengan dia menceritakan kalau dia sudah mahir berenang , memanjat pohon kelapa , serta memancing , orang tuanya akan mengerti bahwa dia kini sudah mulai besar . Pun ketika harus pulang ke rumah saat hari mulai gelap , Tador pasti tidak akan takut . `` Jadi selama ini Tador membohongi kami ? '' Tador tertunduk . `` Berbohong itu dosa , Tador , apalagi berbohong kepada orang tua timpal ayah . `` Tetapi Tador dapat jaga diri . Berenang pun Tador dekat jembatan itu , jadi banyak yang lihat . Tador sudah besar . Izinkanlah Tador ikut Ayah dan Ibu ke sawah rayu Tador . Tador sabar menanti . `` Boleh ya , Tador , kan dapat bantu-bantu ? '' `` Ya sudah , nanti setelah Tador lebih besar dari sekarang , Tador boleh ikut ke sawah dan ladang akhirnya ibu buka suara . Tador terdiam . Tador menemani ayah mencari ayam . Ayah dan Tador berhasil mendapatkan dua ayam jago yang masih muda . Tador begitu semangat ketika dia diberi tugas untuk memegang kedua kaki ayam dan sayap . Usai mengasah , dia perhatikan Tador yang masih siaga memegang ayam . Tampak Tador sedikit kesulitan karena ayam yang dipegangnya seperti meronta . Ayah tertawa melihat Tador seperti itu . `` Tador , jangan kau lepas ayam itu ya , Nak . Tador makin siap . `` Aman , Yah , sudah nggak dapat bergerak ayamnya ini balas Tador . Ayah bangkit dan langsung menuju ke tempat Tador . Tador mengangguk . Tador pun langsung melemparkan ayam itu ke tanah . Tador berjongkok sambil melihat tingkah ayam itu . `` Jangan melamun , Tador . Tador tersenyum . Tador pun mengangguk-angguk . Tador mengangguk pasti . Tador sigap melaksanakan perintah itu . `` Iya , Tador , biar bulunya tidak begitu lengket . `` Tador ! '' Tador pun sadar , masih ada satu lagi ayam yang belum dipotong . `` Tador , ini bawa embernya ! '' Tador pun berbalik ke dapur sambil garuk-garuk kepala karena lupa . Tador pun tersenyum malu . `` Tador kan belum pernah marpangir , Bu . Sampai di belakang rumah , Tador lihat ayah sudah memegang ayam satunya lagi , ayam yang sebelumnya terikat . Tador langsung melakukan seperti yang diminta . Nah , sekarang tugasmu , Tador , cari bunga , ya . `` Siap , Bu , tetapi di rumah kita kan juga ada bunga balas Tador . Tador mengangguk pasti dan langsung bergegas . Malamnya , saat makan malam , Tador tersenyum-senyum sendiri . Tador makin tersenyum . Ayah dan ibu memang baru memperbolehkan Tador marpangir setelah berusia dua belas tahun . Tador tidak tahu mengapa bisa begitu . `` Ayah , Ibu , mengapa Tador boleh marpangir kalau sudah berumur dua belas tahun ? '' Tador kan sudah besar kata ibu . Tador mengangguk-angguk . `` Namun , Tador , yang dilarang oleh kakek dan nenek itu kan marpangir ke sungai . Tador tersenyum . Lagi-lagi , Tador mengangguk . `` Tidak sabar menunggu besok cetus Tador pelan . `` Siap jawab Tador semangat . Tador semakin semangat . Tador sudah tidak sabar mandi di sungai dengan teman-teman sambil menyantap ayam gulai dan sayur daun pepaya kesukaannya . Selain suka cita menyambut bulan puasa , Tador juga ingin menunjukkan kepada ayah dan ibunya bahwa dia sudah mahir berenang di sungai . Ayah dan Ibunya harus melihat kemahiran Tador secara langsung , bukan sekadar pengakuan yang pernah Tador ungkapkan tempo hari . Mendadak angan-angan Tador buyar . Tiba-tiba saja ketika pagi hadir di hari marpangir , badan Tador panas . Tador seperti tidak berdaya . Tador sama sekali tidak menyangka . Tador menjadi sangat sedih . Tador diberinya obat atau jamu penurun panas . Ketika hari berganti siang , panas di tubuh Tador belum juga reda . Pusing di kepala Tador juga belum sirna . Tador hanya dapat mendengar hiruk-pikuk itu dari tempatnya berbaring . Tador hanya dapat berbaring di tempat tidur . Tidak hanya Tador , ayah dan ibu juga terlihat gelisah . Satu sisi mereka resah dengan keadaan Tador , di sisi lain mereka harus segera bergabung dengan tetangga . Mereka pun saling pandang di hadapan Tador . Mata mereka seperti berbicara untuk segera mengambil keputusan : menjaga Tador atau ikut marpangir ? Mata Tador mulai dapat terbuka . Tidak lama kemudian , kesepakatan diambil tanpa sepengetahuan Tador . Ayah dan ibu tetap pergi marpangir tanpa Tador . Tador kecewa . Tador tidak menyangka kalau dia ditinggal di rumah . Tador tidak diajak karena sakit . Padahal , Tador sangat ingin ikut marpangir . Mungkin karena Tador sudah sering ditinggal . Pun , Tador sedang sakit . Namun , Tador tidak mau menerima hal itu . Tador tidak mau ditinggal sendirian , apalagi dia sudah dua belas tahun . `` Tador , kau sedang sakit , Nak . Tador tidak menjawab . Tador tetap tidak mau ditinggal sendirian . Tador pun mencak-mencak mau ikut . Tador tidak mau tinggal di rumah sendirian . Tidak tahan menahan kesedihan karena angan-angan buyar , akhirnya Tador menangis . Tador protes dalam tangisnya . Tador merasa seperti anak yang jauh dari orang tua . teriak Tador . `` Kita bawa sajalah Tador sebut ibunya kepada ayahnya . Ayah beranggapan jika Tador dibawa mandi ke sungai , Tador tidak akan sembuh . Sebentar lagi bulan puasa , bagaimana jika Tador sakit ? Siapa yang mau mengerjakan itu ketika Tador sakit ? '' Sambil membelai kepala Tador , ibunya juga berkata Tador , biarlah kau tinggal di rumah , anakku . Mendengar kalimat bujukan ibunya itu , tangis Tador semakin meraung-raung . Tador tetap saja tidak mau ditinggal sendiri . Tidak hanya tangis Tador yang keras , mereka sadar sebagian orang-orang kampung sudah mulai beranjak pergi ke sungai yang letaknya di kampung sebelah . Si ibu ingin membawa Tador , sedangkan ayah menolaknya . Mereka berdua silang pendapat di depan Tador . Tador pun menangis tambah keras . `` Sudahlah , Tador . `` Aku kasihan sama Tador , Ayah . Atau kau mau kita tidak marpangir dan menjaga Tador di rumah ? '' Ibu pun membujuk dan menenangkan Tador . Akan tetapi tetap saja seperti semula , Tador tetap tidak mau ditinggal sendiri di rumah . Sekian menit dibujuk , Tador tidak berubah . Tador tetap mau ikut marpangir , tetap mau makan gulai ikan dan sayur daun papaya kesukaannya di pinggir sungai , dan tetap ingin mandi air sungai bersama kawan-kawan sekampung . Ibu yang sebelumnya sempat membela Tador tampak mulai berubah . Dia pandang Tador dengan tajam . Tador semakin bertingkah . `` Sudahlah , Tador ... ujar ayahnya . Tador masih meraung-raung di pembaringannya , sementara badannya terlalu lemas untuk bergerak . Akhirnya tenaganya habis , hanya air mata Tador saja yang terus mengalir membasahi baju dan dipan tempat pembaringannya . Baca juga : Pemkot `` Dapat Restu Pedagang Setuju Pembangunan Total Pasar Besar Kota Malang Tador tak kuasa membendung air matanya , sementara badannya terasa semakin lemah . Air mata Tador telah menenggelamkan kampungnya , namun jasadnya telah hilang entah kemana . Sementara ayah dan ibu Tador tak menyerah memanggil-manggil nama sang anak dengan putus asa dan dipenuhi rasa bersalah `` Tador ! Tador ! ''"
16,Tokoh-15,['nenek'],others,33,402,"Ada juga sedikit kemiripan dengan kakek , yaitu pada alisnya yang tebal , sedangkan kemiripan dengan nenek ada pada bagian dagunya yang sedikit runcing . Ayah , ibu , kakek , dan nenek seakan tidak mau bergantian menggendongnya . Bisa saja dia bersama nenek ketika ibunya membantu ayah dan kakek ke ladang dan sawah . Pun dia bisa bersama ibu jika nenek membantu kakek atau jika ayah berladang dan bersawah . Ayah , ibu , dan nenek langsung panik . Ayah , ibu , dan nenek seperti tidak berhenti menangis . Mereka tidak ke kuburan , nenek juga . Tador dijaga nenek . Nenek yang matanya selalu basah menangis di hadapan Tador . isak nenek . Tampaknya nenek belum dapat mengikhlaskan kepergian kakek . Nenek pun semakin sering tidak makan . Beberapa kali ibu berusaha menghibur , meminta nenek ke ladang dan sawah . Barangkali dengan beraktivitas nenek bisa kembali semangat . Namun nenek tidak mau . `` Tador cucuku , jadilah anak yang berbakti ya ... menurut dan tidak banyak menuntut kata nenek di suatu senja di depan rumah . Seperti petang-petang sebelumnya , nenek memang selalu duduk bersama Tador di beranda . `` Nenek ingin jumpa kakek , Cu kata nenek kemudian . Tidak lama kemudian , sang nenek menyusul suaminya . Saat itulah diketahui nenek telah tiada . Nenek tidak bangun-bangun , padahal seperti biasa dia sudah harus menjaga Tador yang masih terlelap . Ayah dan ibu berulang kali membangunkan nenek , tetapi tidak juga berhasil . Begitu ibu menyentuh tangan nenek , tangan itu sudah dingin . Ayah langsung memeriksa nadi nenek dan semuanya telah terlambat . Seperti kakek , nenek juga meninggal sambil tersenyum . Pagi itu , sebelum zuhur , nenek dimakamkan tepat di sisi makam kakek dan dua nisan kecil lainnya . Kepergian kakek dan nenek untuk selamanya itu terjadi saat Tador berusia dua tahun . Bagaimana dengan ladang dan sawah yang ditinggalkan kakek dan nenek untuk mereka ? Setelah setahun kepergian kakek dan nenek , barulah ada kabar yang menenangkan . `` Jadi mendiang kakek dan nenek tidak mau hal sama terjadi pada ayah . Dua makam kecil di dekat makam kakek dan neneknya . `` Namun , Tador , yang dilarang oleh kakek dan nenek itu kan marpangir ke sungai . Dia pun sudah menjadi anak yang baik , seperti pesan nenek tempo hari , yakni anak yang penurut dan tidak menuntut ."
16,Tokoh-16,['ikan'],others,1,17,"Bukan bermaksud bohong atau tidak jujur , ikan itu memang tidak pernah sampai ke rumah mereka ."
16,Tokoh-17,['nak'],protagonist,9,91,"`` Ayah dan ibu bekerja , Nak . Biar kita semua hidup enak , Nak . `` Tador , jangan kau lepas ayam itu ya , Nak . Ambilkan secukupnya , ya , Nak ? '' `` Biar tambah wangi , Nak . Mandi kembang di sumur belakang rumah , persis seperti kamu juga kan , Nak ? '' `` Mandi bunga itu cuma cara , Nak , agar kita bersih menyambut bulan puasa . `` Nak , Ayah secepatnya pulang . `` Tador , kau sedang sakit , Nak ."
16,Tokoh-18,['yah'],antagonist,3,33,"`` Aman , Yah , sudah nggak dapat bergerak ayamnya ini balas Tador . `` Kasihan juga ayam itu , ya Yah ? '' `` Ya sudah , Yah , ceritakan saja ."
16,Tokoh-19,['bu'],antagonist,2,25,"`` Tador kan belum pernah marpangir , Bu . `` Siap , Bu , tetapi di rumah kita kan juga ada bunga balas Tador ."
