story_id,sentence_id,characters,confidences
29,80,"['Batara Semar', 'Batara Togog']","[-1.0, -1.0]"
30,0,['Prabu Aryo Seto'],[-1.0]
30,1,['Prabu Aryo Seto'],[-1.0]
30,2,"['putri', 'Putri Kemuning']","[-1.0, -1.0]"
30,3,['putri'],[-1.0]
30,4,['Putri Kemuning'],[-1.0]
30,6,"['Prabu', 'pangeran', 'pemuda']","[-1.0, -1.0, -1.0]"
30,7,['putri'],[-1.0]
30,8,['putri'],[-1.0]
30,9,['Prabu Aryo Seto'],[-1.0]
30,10,['putri semata wayangnya'],[-1.0]
30,11,"['Tuhan Yang Maha Kuasa', 'yang']","[-1.0, -1.0]"
30,12,['Prabu'],[-1.0]
30,14,['Prabu Aryo Seto'],[-1.0]
30,15,['ular naga sakti'],[-1.0]
30,16,"['Prabu Aryo Seto', 'rakyatnya']","[-1.0, -1.0]"
30,17,"['rakyatku', 'putriku']","[-1.0, -1.0]"
30,18,['putriku'],[-1.0]
30,19,"['putriku', 'putriku']","[-1.0, -1.0]"
30,20,['Prabu'],[-1.0]
30,21,['rakyat Kerajaan Ringin Anom'],[-1.0]
30,23,['warga'],[-1.0]
30,24,"['warga', 'naga']","[-1.0, -1.0]"
30,25,['warga'],[-1.0]
30,27,"['pemuda', 'Jaka Budug']","[-1.0, -1.0]"
30,28,"['Jaka Budug', 'ibunya']","[-1.0, -1.0]"
30,29,"['Jaka Budug', 'budug']","[-1.0, -1.0]"
30,31,['Jaka Budug'],[-1.0]
30,33,['Putri'],[-1.0]
30,36,['naga sakti'],[-1.0]
30,37,['Jaka Budug'],[-1.0]
30,38,"['Jaka Budug', 'Prabu']","[-1.0, -1.0]"
30,39,['Prabu Aryo Seto'],[-1.0]
30,41,"['Putri', 'Jaka Budug']","[-1.0, -1.0]"
30,42,['Prabu Aryo Seto'],[-1.0]
30,43,['Jaka Budug'],[-1.0]
30,44,['anak muda'],[-1.0]
30,45,['naga sakti'],[-1.0]
30,46,['Prabu'],[-1.0]
30,47,['Jaka Budug'],[-1.0]
30,48,"['naga', 'Jaka Budug']","[-1.0, -1.0]"
30,49,"['Prabu Aryo Seto', 'Jaka Budug']","[-1.0, -1.0]"
30,50,"['Jaka Budug', 'Prabu']","[-1.0, -1.0]"
30,51,['Jaka Budug'],[-1.0]
30,53,['Prabu'],[-1.0]
30,54,['Jaka Budug'],[-1.0]
30,55,['naga'],[-1.0]
30,57,['naga sakti'],[-1.0]
30,58,['naga'],[-1.0]
30,59,"['Jaka Budug', 'naga']","[-1.0, -1.0]"
30,60,['naga'],[-1.0]
30,61,['Jaka Budug'],[-1.0]
30,62,"['Naga', 'Jaka Budug']","[-1.0, -1.0]"
30,63,['Jaka Budug'],[-1.0]
30,64,"['naga', 'Jaka Budug', 'naga']","[-1.0, -1.0, -1.0]"
30,65,"['naga', 'Jaka Budug']","[-1.0, -1.0]"
30,66,"['Jaka Budug', 'naga', 'budug']","[-1.0, -1.0, -1.0]"
30,67,"['Jaka Budug', 'naga']","[-1.0, -1.0]"
30,68,['naga'],[-1.0]
30,69,['Naga sakti'],[-1.0]
30,70,"['Jaka Budug', 'naga', 'budug']","[-1.0, -1.0, -1.0]"
30,73,['Jaka Budug'],[-1.0]
30,74,['Jaka Budug'],[-1.0]
30,75,"['Prabu Aryo Seto', 'Jaka Budug']","[-1.0, -1.0]"
30,76,"['Prabu', 'pemuda', 'Jaka Budug']","[-1.0, -1.0, -1.0]"
30,77,"['Jaka Budug', 'Prabu']","[-1.0, -1.0]"
30,78,"['Jaka Budug', 'Prabu']","[-1.0, -1.0]"
30,79,['Putri Kemuning'],[-1.0]
30,80,['Putri'],[-1.0]
30,81,"['Prabu Aryo Seto', 'Jaka Budug']","[-1.0, -1.0]"
30,82,"['Prabu', 'Jaka Budug', 'Putri Kemuning']","[-1.0, -1.0, -1.0]"
30,83,['Prabu Aryo Seto'],[-1.0]
30,84,['Jaka Budug'],[-1.0]
30,85,"['Jaka Budug', 'Putri Kemuning']","[-1.0, -1.0]"
31,1,['raja'],[-1.0]
31,2,['permaisuri'],[-1.0]
31,3,"['permaisuri', 'putri', 'Putri Kandita']","[-1.0, -1.0, -1.0]"
31,4,"['Putri Kandita', 'ibunya']","[-1.0, -1.0]"
31,5,['Prabu Siliwangi'],[-1.0]
31,6,['ayah'],[-1.0]
31,7,"['Prabu Siliwangi', 'Putri Kandita']","[-1.0, -1.0]"
31,8,['selir'],[-1.0]
31,9,"['Putri Kandita', 'ibunya']","[-1.0, -1.0]"
31,10,['selir Prabu Siliwangi'],[-1.0]
31,11,"['Putri Kandita', 'permaisuri']","[-1.0, -1.0]"
31,12,['selir'],[-1.0]
31,13,"['Prabu', 'selir']","[-1.0, -1.0]"
31,15,['Prabu Siliwangi'],[-1.0]
31,16,['selir'],[-1.0]
31,19,['dukun'],[-1.0]
31,20,['Dukun'],[-1.0]
31,21,['peserta rapat'],[-1.0]
31,22,"['istana', 'dukun', 'istana']","[-1.0, -1.0, -1.0]"
31,23,['dukun'],[-1.0]
31,24,['dukun'],[-1.0]
31,25,['dukun'],[-1.0]
31,26,"['dukun', 'Putri Kandita', 'ibunya']","[-1.0, -1.0, -1.0]"
31,27,"['Prabu Siliwangi', 'putri', 'permaisurinya']","[-1.0, -1.0, -1.0]"
31,29,"['Putri Kandita', 'permaisuri']","[-1.0, -1.0]"
31,30,['permaisuri'],[-1.0]
31,32,['permaisuri'],[-1.0]
31,33,"['permaisuri', 'Prabu Siliwangi']","[-1.0, -1.0]"
31,35,['Putri Kandita'],[-1.0]
31,36,['putri'],[-1.0]
31,37,['selir'],[-1.0]
31,38,"['Prabu Siliwangi', 'Putri Kandita']","[-1.0, -1.0]"
31,39,['Prabu'],[-1.0]
31,40,['selirku'],[-1.0]
31,41,['Prabu Siliwangi'],[-1.0]
31,43,['Putri Kandita'],[-1.0]
31,44,['putri'],[-1.0]
31,45,"['Prabu Siliwangi', 'Putri Kandita']","[-1.0, -1.0]"
31,46,['Putri Kandita'],[-1.0]
31,47,['Putri Kandita'],[-1.0]
31,49,['Putri Kandita'],[-1.0]
31,50,['Putri Prabu Siliwangi'],[-1.0]
31,54,['Putri Kandita'],[-1.0]
31,55,['Putri'],[-1.0]
31,57,['Putri Kandita'],[-1.0]
31,59,['Putri Kandita'],[-1.0]
31,62,['Putri'],[-1.0]
31,66,['Putri Kandita'],[-1.0]
31,69,"['putri', 'putri']","[-1.0, -1.0]"
31,70,['Putri Kandita'],[-1.0]
31,72,['putri'],[-1.0]
31,74,['Putri Kandita'],[-1.0]
31,75,['Putri Kandita'],[-1.0]
31,76,"['pangeran', 'Putri Kandita', 'Putri']","[-1.0, -1.0, -1.0]"
31,77,['Putri Kandita'],[-1.0]
31,78,['Putri Kandita'],[-1.0]
32,0,['kakek misterius'],[-1.0]
32,1,['Kakek'],[-1.0]
32,6,['kakek'],[-1.0]
32,7,"['Kakek bagus', 'prajurit']","[-1.0, -1.0]"
32,8,['Tuan'],[-1.0]
32,10,"['Kakek', 'Kakek', 'kakek']","[-1.0, -1.0, -1.0]"
32,11,['Tuan'],[-1.0]
32,12,['kakek'],[-1.0]
32,15,['Kakek'],[-1.0]
32,17,['kakek'],[-1.0]
32,21,['prajurit'],[-1.0]
32,24,['kakek'],[-1.0]
32,27,['prajurit'],[-1.0]
32,28,"['Raja Riak Bakau', 'raja']","[-1.0, -1.0]"
32,30,['Raja Riak Bakau'],[-1.0]
32,31,['kakek'],[-1.0]
32,33,"['Raja', 'kakek']","[-1.0, -1.0]"
32,34,['kakek'],[-1.0]
32,35,['Kek'],[-1.0]
32,36,['Kakek'],[-1.0]
32,39,['kakek'],[-1.0]
32,40,['Kakek'],[-1.0]
32,46,['kakek'],[-1.0]
32,47,['Raja Riak Bakau'],[-1.0]
32,48,['Kakek'],[-1.0]
32,51,['Kakek'],[-1.0]
32,52,['Raja Riak Bakau'],[-1.0]
32,53,"['kakek', 'Raja Riak Bakau']","[-1.0, -1.0]"
32,54,['Kakek'],[-1.0]
32,56,['kakek'],[-1.0]
32,57,['kakek'],[-1.0]
32,60,"['Raja Riak Bakau', 'kakek']","[-1.0, -1.0]"
32,61,['Raja Riak Bakau'],[-1.0]
32,62,['Kek'],[-1.0]
32,65,['ayamku'],[-1.0]
32,67,['kakek'],[-1.0]
32,70,['rakyat'],[-1.0]
32,71,"['Kakek misterius', 'Raja Riak Bakau']","[-1.0, -1.0]"
32,72,['Raja Riak Bakau'],[-1.0]
32,73,['kakek'],[-1.0]
32,77,['kakek'],[-1.0]
32,79,['Raja Riak Bakau'],[-1.0]
32,80,['kakek'],[-1.0]
32,81,['kakek'],[-1.0]
32,85,['kakek'],[-1.0]
32,86,['kakek'],[-1.0]
32,87,['kakek'],[-1.0]
32,88,"['Raja Riak Bakau', 'kakek']","[-1.0, -1.0]"
32,89,"['kakek', 'Raja', 'kakek']","[-1.0, -1.0, -1.0]"
32,90,['kakek'],[-1.0]
32,91,['kakek misterius'],[-1.0]
32,92,['kakek'],[-1.0]
32,96,['penduduk'],[-1.0]
32,97,['Raja Riak Bakau'],[-1.0]
32,98,['Raja Riak Bakau'],[-1.0]
32,99,['Tuhan'],[-1.0]
32,102,['Raja Riak Bakau'],[-1.0]
32,104,['Raja Riak Bakau'],[-1.0]
32,105,"['Raja Riak Bakau', 'warganya']","[-1.0, -1.0]"
32,109,['kakek'],[-1.0]
32,111,['kakek misterius'],[-1.0]
32,112,['kakek'],[-1.0]
32,114,['Syekh Abdullatif'],[-1.0]
33,0,"['putri raja', 'Putri Arum']","[-1.0, -1.0]"
33,3,['putri'],[-1.0]
33,4,"['pangeran', 'Pangeran', 'Pangeran Cunihin']","[-1.0, -1.0, -1.0]"
33,7,"['pangeran', 'Putri Arum', 'Pangeran Sae Bagus Lana']","[-1.0, -1.0, -1.0]"
33,8,['Pangeran Cunihin'],[-1.0]
33,9,"['Pangeran Sae Bagus Lana', 'Pangeran Sae Bagus Lana']","[-1.0, -1.0]"
33,10,['Pangeran Cunihin'],[-1.0]
33,11,['Pangeran Sae Bagus Lana'],[-1.0]
33,12,"['Pangeran Sae Bagus Lana', 'gurunya']","[-1.0, -1.0]"
33,13,['gurunya'],[-1.0]
33,14,['Pangeran Cunihin'],[-1.0]
33,15,"['Pangeran Cunihin', 'Pangeran Sae Bagus']","[-1.0, -1.0]"
33,16,"['guru', 'Pangeran Sae Bagus Lana', 'Putri Arum']","[-1.0, -1.0, -1.0]"
33,17,['Pande Gelang'],[-1.0]
33,18,"['Penduduk setempat', 'Ki']","[-1.0, -1.0]"
33,19,['Pande Gelang'],[-1.0]
33,20,['gadis'],[-1.0]
33,21,"['Putri Arum', 'Pangeran Cunihin']","[-1.0, -1.0]"
33,22,['Pangeran Sae Bagus Lana'],[-1.0]
33,23,['Pande'],[-1.0]
33,24,['putri'],[-1.0]
33,25,"['Tuan Putri', 'Pande Gelang']","[-1.0, -1.0]"
33,26,['putri'],[-1.0]
33,28,"['lelaki', 'putri']","[-1.0, -1.0]"
33,29,['lelaki'],[-1.0]
33,30,['putri'],[-1.0]
33,32,['putri'],[-1.0]
33,34,['Ki Pande'],[-1.0]
33,35,['Tuan Putri'],[-1.0]
33,36,['Tuan Putri'],[-1.0]
33,38,['putri'],[-1.0]
33,40,['putri'],[-1.0]
33,41,"['Tuan Putri', 'Ki Pande']","[-1.0, -1.0]"
33,42,['putri'],[-1.0]
33,43,['Putri Arum'],[-1.0]
33,44,['Ki'],[-1.0]
33,45,['Ki Pande'],[-1.0]
33,46,['putri'],[-1.0]
33,47,['Tuan Putri'],[-1.0]
33,48,['Gelang'],[-1.0]
33,49,['putri'],[-1.0]
33,50,"['Putri Arum', 'Pangeran Cunihin']","[-1.0, -1.0]"
33,51,"['Ki', 'Pangeran Cunihin']","[-1.0, -1.0]"
33,53,['Putri Arum'],[-1.0]
33,54,['Pande Gelang'],[-1.0]
33,55,['Pangeran Cunihin'],[-1.0]
33,56,['pangeran bengis'],[-1.0]
33,58,"['Tuan Putri', 'Pande Gelang']","[-1.0, -1.0]"
33,59,['Ki'],[-1.0]
33,60,['Putri Arum'],[-1.0]
33,61,['Tuan Putri'],[-1.0]
33,62,['Tuan Putri'],[-1.0]
33,63,['Gelang'],[-1.0]
33,65,"['pangeran', 'sakti mandraguna']","[-1.0, -1.0]"
33,67,['dewa penolong'],[-1.0]
33,68,"['Pangeran Cunihin', 'Putri Arum']","[-1.0, -1.0]"
33,69,['Pande Gelang'],[-1.0]
33,70,['putri'],[-1.0]
33,71,['Tuan Putri'],[-1.0]
33,72,"['Tuan Putri', 'Pangeran Cunihin', 'Pande Gelang']","[-1.0, -1.0, -1.0]"
33,73,"['putri', 'Pangeran Cunihin']","[-1.0, -1.0]"
33,74,"['putri', 'putri']","[-1.0, -1.0]"
33,75,['Pangeran Cunihin'],[-1.0]
33,78,['Pangeran Cunihin'],[-1.0]
33,79,['Ki'],[-1.0]
33,80,['Putri Arum'],[-1.0]
33,81,['Tuan Putri'],[-1.0]
33,82,['Pande Gelang'],[-1.0]
33,83,"['Pande Gelang', 'putri']","[-1.0, -1.0]"
33,84,"['Pande Gelang', 'Putri Arum']","[-1.0, -1.0]"
33,85,['Putri Arum'],[-1.0]
33,86,"['penduduk kampung', 'Pande Gelang', 'Putri Arum', 'penduduk']","[-1.0, -1.0, -1.0, -1.0]"
33,87,['putri'],[-1.0]
33,88,"['tetua kampung', 'putri']","[-1.0, -1.0]"
33,89,['Putri Arum'],[-1.0]
33,90,"['penduduk kampung', 'Putri Arum', 'Putri']","[-1.0, -1.0, -1.0]"
33,91,"['putri', 'Pande Gelang', 'Pangeran Cunihin']","[-1.0, -1.0, -1.0]"
33,92,"['Putri Cadasari', 'penduduk kampung']","[-1.0, -1.0]"
33,93,"['Pande Gelang', 'gelang']","[-1.0, -1.0]"
33,94,"['Pangeran Cunihin', 'Putri Arum']","[-1.0, -1.0]"
33,95,"['Putri Arum', 'Pande Gelang']","[-1.0, -1.0]"
33,96,['Putri Arum'],[-1.0]
33,97,"['Putri', 'Pangeran Cunihin']","[-1.0, -1.0]"
33,98,"['Pangeran Sae', 'Putri Arum']","[-1.0, -1.0]"
33,99,['Pangeran Cunihin'],[-1.0]
33,100,['putri'],[-1.0]
33,101,['Pangeran Cunihin'],[-1.0]
33,103,['Pangeran Cunihin'],[-1.0]
33,104,['Pangeran Cunihin'],[-1.0]
33,107,['Pangeran Cunihin'],[-1.0]
33,108,"['Putri Arum', 'Pangeran Cunihin', 'Pangeran']","[-1.0, -1.0, -1.0]"
33,109,['rakyat'],[-1.0]
34,0,['raja'],[-1.0]
34,3,['raja'],[-1.0]
34,5,"['raja', 'permaisuri']","[-1.0, -1.0]"
34,6,['permaisuri'],[-1.0]
34,7,"['permaisuri', 'Amat Mude']","[-1.0, -1.0]"
34,8,"['Amat Mude', 'ayahnya']","[-1.0, -1.0]"
34,9,"['Amat Mude', 'adik sang raja', 'paman', 'Amat Mude', 'raja']","[-1.0, -1.0, -1.0, -1.0, -1.0]"
34,10,['Raja Muda'],[-1.0]
34,11,"['Amat Mude', 'ibunya']","[-1.0, -1.0]"
34,13,"['Raja Muda', 'Amat Mude']","[-1.0, -1.0]"
34,14,['permaisuri'],[-1.0]
34,16,['Amat Mude'],[-1.0]
34,17,['Amat Mude'],[-1.0]
34,18,['Amat Mude'],[-1.0]
34,19,"['permaisuri', 'Amat Mude']","[-1.0, -1.0]"
34,20,['saudagar kaya'],[-1.0]
34,21,['suaminya'],[-1.0]
34,22,"['Tuan Putri', 'Putra Mahkota']","[-1.0, -1.0]"
34,23,['saudagar'],[-1.0]
34,24,['Permaisuri'],[-1.0]
34,25,['saudagar'],[-1.0]
34,26,['istrinya'],[-1.0]
34,27,['istri'],[-1.0]
34,28,['istri saudagar'],[-1.0]
34,29,['permaisuri'],[-1.0]
34,30,"['permaisuri', 'Amat Mude']","[-1.0, -1.0]"
34,31,"['permaisuri', 'Raja Muda']","[-1.0, -1.0]"
34,32,"['Raja Muda', 'Amat Mude']","[-1.0, -1.0]"
34,33,"['Amat Mude', 'istri Raja Muda']","[-1.0, -1.0]"
34,36,"['Raja Muda', 'Amat Mude']","[-1.0, -1.0]"
34,37,['Amat Mude'],[-1.0]
34,38,['istri Raja Muda'],[-1.0]
34,41,"['ikan besar', 'Raja Buaya', 'naga besar']","[-1.0, -1.0, -1.0]"
34,42,"['Amat Mude', 'Raja Buaya', 'naga']","[-1.0, -1.0, -1.0]"
34,43,['Amat Mude'],[-1.0]
34,47,['Amat Mude'],[-1.0]
34,48,['Putri Niwer Gading'],[-1.0]
34,49,['Amat Mude'],[-1.0]
34,50,['Putri Niwer Gading'],[-1.0]
34,51,"['Amat Mude', 'putri']","[-1.0, -1.0]"
34,52,"['Amat Mude', 'istri', 'ibunya']","[-1.0, -1.0, -1.0]"
34,53,"['Amat Mude', 'Raja Muda']","[-1.0, -1.0]"
34,56,['keponakannya'],[-1.0]
34,57,['Raja Muda'],[-1.0]
34,58,"['permaisuri', 'Amat Mude']","[-1.0, -1.0]"
34,59,['Amat Mude'],[-1.0]
35,0,['Banta Seudang'],[-1.0]
35,1,['raja'],[-1.0]
35,2,"['raja', 'adik kandungnya']","[-1.0, -1.0]"
35,3,['Raja'],[-1.0]
35,4,"['Banta Seudang', 'ibunya']","[-1.0, -1.0]"
35,5,['ayah'],[-1.0]
35,6,"['Ibunya', 'Pakcikmu']","[-1.0, -1.0]"
35,8,['Mak'],[-1.0]
35,9,"['ayah', 'Banta Seudang']","[-1.0, -1.0]"
35,10,"['Ibunya', 'Banta Seudang']","[-1.0, -1.0]"
35,13,['Banta Seudang'],[-1.0]
35,14,['aulia Allah'],[-1.0]
35,15,['imam salat'],[-1.0]
35,16,['Banta Seudang'],[-1.0]
35,17,"['imam', 'Banta Seudang']","[-1.0, -1.0]"
35,19,['imam'],[-1.0]
35,20,"['bapak', 'Banta Seudang']","[-1.0, -1.0]"
35,21,['aulia'],[-1.0]
35,23,['imam'],[-1.0]
35,24,"['Banta Seudang', 'ayahku']","[-1.0, -1.0]"
35,26,"['gajah putih', 'aulia']","[-1.0, -1.0]"
35,27,['Banta Seudang'],[-1.0]
35,28,['gajah putih'],[-1.0]
35,30,['jin pari'],[-1.0]
35,31,['raja'],[-1.0]
35,32,"['raja', 'puteriku']","[-1.0, -1.0]"
35,33,['puteri bungsunya'],[-1.0]
35,34,['lainnya'],[-1.0]
35,35,"['ayahnya', 'Ayah']","[-1.0, -1.0]"
35,37,"['raja', 'wanita tua', 'Mak Toyo']","[-1.0, -1.0, -1.0]"
35,38,['ketujuh puteri'],[-1.0]
35,39,['Mak Toyo'],[-1.0]
35,41,"['jin pari', 'Mak Toyo']","[-1.0, -1.0]"
35,42,['Nek'],[-1.0]
35,44,"['Mak Toyo', 'jin']","[-1.0, -1.0]"
35,45,['Nek'],[-1.0]
35,46,['jin pari'],[-1.0]
35,47,"['raja', 'Mak Toyo']","[-1.0, -1.0]"
35,49,"['adikku', 'ayahnya', 'jin pari']","[-1.0, -1.0, -1.0]"
35,50,['Mak Toyo'],[-1.0]
35,52,"['Jin pari', 'Banta Seudang', 'Mak Toyo']","[-1.0, -1.0, -1.0]"
35,54,['Banta Seudang'],[-1.0]
35,55,"['puteri raja', 'Mak Toyo']","[-1.0, -1.0]"
35,56,"['Mak Toyo', 'Banta Seudang']","[-1.0, -1.0]"
35,57,['Mak Toyo'],[-1.0]
35,58,['ketujuh puteri'],[-1.0]
35,59,"['Mak Toyo', 'kucingnya']","[-1.0, -1.0]"
35,62,['Banta Seudang'],[-1.0]
35,63,"['puteri', 'puteri bungsu']","[-1.0, -1.0]"
35,64,['puteri bungsu'],[-1.0]
35,65,"['raja', 'raja']","[-1.0, -1.0]"
35,66,"['puteri bungsu', 'Mak Toyo']","[-1.0, -1.0]"
35,67,"['Jin pari', 'puteri bungsu', 'Banta Seudang']","[-1.0, -1.0, -1.0]"
35,68,['gajah putih'],[-1.0]
35,69,"['Jin pari', 'Banta Seudang', 'puteri bungsu', 'Mak Toyo', 'gajah putih']","[-1.0, -1.0, -1.0, -1.0, -1.0]"
35,71,['Mak'],[-1.0]
35,72,['Mak'],[-1.0]
35,73,['Banta Seudang'],[-1.0]
35,74,"['Ibunya', 'Banta', 'pakcikmu']","[-1.0, -1.0, -1.0]"
35,75,['Banta Seudang'],[-1.0]
35,76,"['ayahnya', 'pakcikmu']","[-1.0, -1.0]"
35,77,"['Banta Seudang', 'ayahnya']","[-1.0, -1.0]"
35,78,['ayahnya'],[-1.0]
35,79,['ayahnya'],[-1.0]
35,80,"['ayah', 'adiknya']","[-1.0, -1.0]"
35,81,['Banta Seudang'],[-1.0]
35,82,['raja'],[-1.0]
35,84,"['adiknya', 'ayah Banta Seudang']","[-1.0, -1.0]"
35,85,"['Banta Seudang', 'istrinya', 'Mak Toyo', 'ayahnya']","[-1.0, -1.0, -1.0, -1.0]"
36,1,['masyarakat adat'],[-1.0]
36,5,['Penduduk kampung'],[-1.0]
36,6,['Datu Musa'],[-1.0]
36,7,['Datu Musa'],[-1.0]
36,9,"['penduduk kampung', 'Datu Musa']","[-1.0, -1.0]"
36,10,['Datu Musa'],[-1.0]
36,12,"['Datu Musa', 'penduduk']","[-1.0, -1.0]"
36,17,['Penduduk kampung'],[-1.0]
36,18,['Datu Musa'],[-1.0]
36,19,"['Datu Musa', 'penduduk kampung']","[-1.0, -1.0]"
36,22,['Datu Musa'],[-1.0]
37,3,['Rama'],[-1.0]
37,4,['Rama'],[-1.0]
37,5,['Rama'],[-1.0]
37,6,['Rama'],[-1.0]
37,7,['Wanita'],[-1.0]
37,8,['Rama'],[-1.0]
37,9,['Rama'],[-1.0]
37,11,"['ayah Sari', 'Sari']","[-1.0, -1.0]"
37,12,['Rama'],[-1.0]
37,14,['dukun tua'],[-1.0]
37,15,['dukun tua'],[-1.0]
37,17,['Rama'],[-1.0]
37,19,['Sari'],[-1.0]
38,0,"['janda tua', 'Minah']","[-1.0, -1.0]"
38,2,['Minah'],[-1.0]
38,3,['Minah'],[-1.0]
38,6,['ibunya'],[-1.0]
38,9,['Bu Minah'],[-1.0]
38,10,['Bu Minah'],[-1.0]
38,11,['Bu Minah'],[-1.0]
38,12,['Bu Minah'],[-1.0]
38,13,['Bu Minah'],[-1.0]
38,15,['Bu Minah'],[-1.0]
38,16,['Bu Minah'],[-1.0]
38,18,['Bu Minah'],[-1.0]
38,19,['Bu Minah'],[-1.0]
38,22,['Bu Minah'],[-1.0]
38,23,['Bu Minah'],[-1.0]
38,24,"['Bu Minah', 'ibunya']","[-1.0, -1.0]"
38,26,['ibunya'],[-1.0]
38,27,['ibunya'],[-1.0]
38,28,"['Bu Minah', 'ibunya']","[-1.0, -1.0]"
38,29,['ibunya'],[-1.0]
38,30,['ibunya'],[-1.0]
38,31,['ibunya'],[-1.0]
38,32,"['ibu', 'ibunya']","[-1.0, -1.0]"
38,34,"['Batu Betangkup', 'ibunya', 'ibunya', 'Batu Betangkup']","[-1.0, -1.0, -1.0, -1.0]"
38,36,['ibu'],[-1.0]
38,39,['Bu Minah'],[-1.0]
38,40,"['Bu Minah', 'anaknya']","[-1.0, -1.0]"
38,41,['ibunya'],[-1.0]
39,0,['masyarakat'],[-1.0]
39,4,['tetua adat'],[-1.0]
39,6,"['warga masyarakat', 'warga masyarakat']","[-1.0, -1.0]"
39,7,"['Masyarakat', 'naga']","[-1.0, -1.0]"
39,8,['naga'],[-1.0]
39,9,"['naga', 'naga']","[-1.0, -1.0]"
39,10,['naga'],[-1.0]
39,11,['naga'],[-1.0]
39,12,['naga'],[-1.0]
39,13,['Naga'],[-1.0]
39,14,['naga'],[-1.0]
39,16,['naga'],[-1.0]
39,17,['masyarakat'],[-1.0]
39,19,['masyarakat'],[-1.0]
39,21,['masyarakat Papua Nugini'],[-1.0]
39,23,['naga'],[-1.0]
40,2,['Wongge'],[-1.0]
40,4,"['Meja', 'Wongge']","[-1.0, -1.0]"
40,8,['Meja'],[-1.0]
40,13,['Meja'],[-1.0]
40,14,['Wongge'],[-1.0]
40,16,['Wongge'],[-1.0]
40,18,['Wongge'],[-1.0]
40,19,['Wongge'],[-1.0]
40,20,['Wongge'],[-1.0]
40,21,['Wongge'],[-1.0]
41,3,"['dewi cantik', 'Dewi Anjani']","[-1.0, -1.0]"
41,4,['Dewi Anjani'],[-1.0]
41,5,['pemuda muda'],[-1.0]
41,6,['pemuda'],[-1.0]
41,7,['Dewi Anjani'],[-1.0]
41,8,['Dewi Anjani'],[-1.0]
41,11,"['raksasa jahat', 'Jaka Daha']","[-1.0, -1.0]"
41,12,['Dewi Anjani'],[-1.0]
41,13,"['Jaka Daha', 'Dewi Anjani']","[-1.0, -1.0]"
41,14,['Jaka Daha'],[-1.0]
41,15,['Dewi Anjani'],[-1.0]
41,16,['Dewi Anjani'],[-1.0]
41,17,"['Dewa', 'Dewi Anjani']","[-1.0, -1.0]"
41,18,['Dewi Anjani'],[-1.0]
41,19,['Dewi Anjani'],[-1.0]
42,1,"['putri cantik', 'Anggun']","[-1.0, -1.0]"
42,2,['Raja Hutan'],[-1.0]
42,3,['Anggun'],[-1.0]
42,5,['Anggun'],[-1.0]
42,6,['Adi'],[-1.0]
42,7,"['Anggun', 'Adi']","[-1.0, -1.0]"
42,8,"['Anggun', 'Adi']","[-1.0, -1.0]"
42,9,['Anggun'],[-1.0]
42,11,"['Anggun', 'Adi']","[-1.0, -1.0]"
42,12,"['Anggun', 'Adi']","[-1.0, -1.0]"
42,14,"['Putri Anggun', 'Adi']","[-1.0, -1.0]"
42,16,"['Putri Anggun', 'Raja Hutan']","[-1.0, -1.0]"
43,0,"['kancil', 'Kancil']","[-1.0, -1.0]"
43,1,['Kancil'],[-1.0]
43,2,['Kancil'],[-1.0]
43,3,['Kancil'],[-1.0]
43,4,['Gajah'],[-1.0]
43,5,['gajah'],[-1.0]
43,6,"['Kancil', 'gajah']","[-1.0, -1.0]"
43,7,"['Kancil', 'pemburu', 'gajah sakti']","[-1.0, -1.0, -1.0]"
43,8,"['gajah', 'Kancil']","[-1.0, -1.0]"
43,9,"['Kancil', 'gajah sakti']","[-1.0, -1.0]"
43,11,"['Kancil', 'gajah sakti']","[-1.0, -1.0]"
43,12,"['Kancil', 'gajah sakti']","[-1.0, -1.0]"
44,3,"['Bima', 'Rara Anteng']","[-1.0, -1.0]"
44,4,['Rara Anteng'],[-1.0]
44,5,['Tengger'],[-1.0]
44,7,['Penduduk desa'],[-1.0]
44,8,"['Bima', 'pemimpin suku']","[-1.0, -1.0]"
44,9,['Rara'],[-1.0]
44,10,['gunung'],[-1.0]
44,11,"['Dewa gunung', 'Rara Anteng']","[-1.0, -1.0]"
44,12,['Rara'],[-1.0]
44,13,"['Rara Anteng', 'dewa gunung']","[-1.0, -1.0]"
44,15,"['pemuda', 'Jaka Seger']","[-1.0, -1.0]"
44,16,"['Jaka Seger', 'pahlawan']","[-1.0, -1.0]"
44,17,"['Jaka Seger', 'Rara']","[-1.0, -1.0]"
44,18,['Jaka Seger'],[-1.0]
44,19,['Dewa gunung'],[-1.0]
44,20,"['Rara Anteng', 'Jaka Seger']","[-1.0, -1.0]"
45,0,"['putri cantik', 'Dewi Kilisuci']","[-1.0, -1.0]"
45,1,['putri'],[-1.0]
45,2,['Dewi Kilisuci'],[-1.0]
45,3,['raja'],[-1.0]
45,5,['Dewi Kilisuci'],[-1.0]
45,6,"['raja', 'putri', 'raja']","[-1.0, -1.0, -1.0]"
45,7,"['raja', 'Lembu Suro']","[-1.0, -1.0]"
45,9,"['Raja', 'Mahesa Suro']","[-1.0, -1.0]"
45,10,['Dewi Kilisuci'],[-1.0]
45,11,['Dewi Kilisuci'],[-1.0]
45,12,['putri'],[-1.0]
45,13,['Dewi Kilisuci'],[-1.0]
